portNumber,portName,regionNumber,regionName,countryCode,countryName,latitude,longitude,publicationNumber,chartNumber,navArea,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselLength,maxVesselBeam,maxVesselDraft,goodHoldingGround,turningArea,firstPortOfEntry,usRep,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,qtSanitation,suAviationFuel,harborUse,ukcMgmtSystem,portSecurity,etaMessage,searchAndRescue,tss,vts,cht,globalId,loRoro,loSolidBulk,loContainer,loBreakBulk,loOilTerm,loLongTerm,loOther,loDangCargo,loLiquidBulk,srIceBreaking,srDiving,cranesContainer,unloCode,dnc,s121WaterBody,s57Enc,s101Enc,dodWaterBody,alternateName,entranceWidth,lngTerminalDepth,offMaxVesselLength,offMaxVesselBeam,offMaxVesselDraft,
38990,Nice,38710,FRANCE SOUTH COAST,FR,France,"43°42'00""N","7°17'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53087,III,S,CB,E,U,N,N,Y,N,6,13,8,,2,,,,U,Y,U,Y,Y,,,Y,U,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,U,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{8F3D0740-9EA1-4225-B30E-543E5FE08EA1},U,U,U,U,U,U,U,U,U,U,U,U,FR NCE,"a0838960, coa08k, gen08a, h0838990",,,,Mediterranean Sea; North Atlantic Ocean,,,,,,,
35885,Ouistreham,35720,FRANCE NW COAST,FR,France,"49°17'00""N","0°15'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37266,I,V,LC,G,Y,N,N,Y,Y,6,11,8,8,7,,,,U,Y,Y,N,Y,,,U,U,U,U,U,Y,Y,Y,U,Y,U,Y,U,U,U,U,U,U,U,N,Y,Y,U,U,U,Y,Y,U,U,U,U,U,U,Y,U,U,U,U,C,S,U,U,U,UNK,U,U,Y,U,U,U,U,{C7A4B3E0-433D-4F6F-B6A0-61CCD935AE55},U,U,U,U,U,U,U,U,U,U,U,U,FR OUI,"a2035840, coa20c, gen20b, h2035880",,,,English Channel; North Atlantic Ocean,,,,,,,
36260,Paimpol,36060,FRANCE NW COAST CONT,FR,France,"48°47'00""N","3°03'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37330,I,V,RT,G,N,N,Y,N,Y,0,8,3,,9,,,,U,U,Y,N,Y,,,U,U,N,Y,U,U,U,Y,U,Y,Y,U,U,U,U,U,Y,U,U,N,Y,U,U,U,U,U,Y,Y,U,U,U,U,Y,Y,U,Y,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{01BCD3E8-8234-4359-9E80-176B54775A51},U,U,U,U,U,U,U,U,U,U,U,U,FR PAI,"a2036130, coa20b, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
37150,Pauillac,36450,FRANCE WEST COAST,FR,France,"45°12'00""N","0°45'00""W",Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,,II,S,RN,E,Y,U,U,U,U,9,9,11,5,13,,,,U,U,U,U,Y,,,U,U,Y,U,U,Y,U,U,U,Y,Y,Y,U,U,U,U,U,Y,U,U,Y,Y,U,U,U,U,Y,U,U,U,U,U,U,Y,Y,Y,U,U,C,M,U,Y,U,UNK,U,U,Y,U,U,U,U,{4AEA90A5-9C64-402B-B4F3-59450EA59517},U,U,U,U,U,U,U,U,U,U,U,U,FR PAP,"a0837190, gen08b, h0837150",,,,Bay of Biscay; North Atlantic Ocean,,,,,,,
36290,Pontrieux,36060,FRANCE NW COAST CONT,FR,France,"48°42'00""N","3°09'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37330,I,V,CB,P,Y,N,N,Y,Y,2,11,3,,29,,,,U,U,Y,N,Y,,,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,Y,U,U,D,U,U,U,U,UNK,U,U,Y,U,U,U,U,{67610D9A-5420-4F82-BF96-70D976839C44},U,U,U,U,U,U,U,U,U,U,U,U,FR POX,"a2036130, coa20b, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
39100,Port D' Ajaccio,39040,CORSE,FR,France,"41°55'00""N","8°45'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53110,III,S,CB,F,U,U,U,Y,U,23,23,8,5,0,,,,Y,U,U,N,Y,,,U,N,N,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,U,U,U,Y,Y,U,N,Y,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{8CFECDFC-AE8C-496D-8624-B1214EE2DCC2},U,U,U,U,U,U,U,U,U,U,U,U,FR AJA,"a0839100, coa08k, gen08a, h0839100",,,,Mediterranean Sea; North Atlantic Ocean,,,,,,,
38780,Port-de-Bouc,38710,FRANCE SOUTH COAST,FR,France,"43°24'00""N","4°59'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53061,III,S,CB,F,N,N,N,Y,Y,11,11,8,,0,,,,Y,U,Y,N,Y,,,Y,U,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,U,U,U,U,Y,U,U,Y,Y,Y,Y,U,U,U,Y,U,U,U,U,U,Y,Y,Y,Y,Y,Y,A,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{D8D21B32-CEA8-4188-8F06-8DF29FF96D00},U,U,U,U,U,U,U,U,U,U,U,U,FR PDB,"a0838810, coa08j, gen08a, h0838770",,,,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Lavera,,,,,,
35880,Port De Caen,35720,FRANCE NW COAST,FR,France,"49°11'00""N","0°21'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37266,I,S,LC,E,Y,N,N,Y,Y,6,11,8,8,7,,,,Y,Y,Y,N,Y,,,U,U,Y,Y,Y,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,Y,U,U,U,U,U,Y,U,Y,U,U,C,S,L,U,U,UNK,U,U,Y,U,U,U,U,{6386605A-053A-4AF5-AEC9-F62CBA4A969C},U,U,U,U,U,U,U,U,U,U,U,U,FR CFR,"a2035840, coa20c, gen20b, h2035880",,,,English Channel; North Atlantic Ocean,Ouistreham,,,,,,
39090,Port De Propriano,39040,CORSE,FR,France,"41°41'00""N","8°54'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53110,III,V,CB,G,U,Y,N,N,U,9,9,5,,0,,,,U,U,U,N,Y,,,U,N,N,Y,U,Y,U,Y,U,Y,U,Y,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,U,Y,Y,Y,U,U,N,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{C17448B7-2FD3-4C13-8252-8D7EC4570391},U,U,U,U,U,U,U,U,U,U,U,U,FR PRP,"coa08k, gen08a, h0839090",,,,Mediterranean Sea; North Atlantic Ocean,,,,,,,
36370,Port De Roscoff-Bloscon,36060,FRANCE NW COAST CONT,FR,France,"48°44'00""N","3°59'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37330,I,V,CB,P,Y,Y,N,Y,Y,5,14,6,,9,,,,Y,U,Y,N,Y,,,U,N,N,Y,U,Y,Y,Y,U,U,Y,U,U,U,U,U,Y,Y,U,N,U,Y,U,U,Y,Y,Y,Y,U,U,U,U,U,Y,Y,Y,U,U,C,U,M,U,U,UNK,U,U,Y,U,U,U,U,{FA4F1955-7F6C-4A9C-B460-DEBDF94F5E1B},U,U,U,U,U,U,U,U,U,U,U,U,FR ROS,"a2036130, coa20b, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
35835,Port Du Havre-Antifer,35720,FRANCE NW COAST,FR,France,"49°39'00""N","0°09'00""E",Sailing Directions Pub. 191 (Enroute) - English Channel,37261,I,S,CB,F,Y,Y,U,Y,N,23,23,,23,7,,,,Y,Y,Y,Y,Y,,,U,Y,Y,Y,U,Y,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,U,Y,U,U,U,U,U,U,Y,Y,Y,U,U,U,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{874F1F04-9B8F-4DBE-BC79-8F73BFBBD4A0},U,U,U,U,U,U,U,U,U,U,U,U,,"a2035840, coa20c, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
38730,Port-La-Nouvelle,38710,FRANCE SOUTH COAST,FR,France,"43°01'00""N","3°04'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53060,III,S,LC,G,N,N,N,Y,Y,5,20,8,14,0,,,,Y,Y,Y,N,Y,,,U,N,Y,Y,U,U,U,Y,Y,Y,Y,Y,Y,U,U,U,Y,U,U,N,U,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{E83D0B67-A5D7-4D53-8658-6B1B7916A4F1},U,U,U,U,U,U,U,U,U,U,U,U,FR NOU,"coa08j, gen08a",,,,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,La Nouvelle,,,,,,
35840,Port Of Le Havre,35720,FRANCE NW COAST,FR,France,"49°29'00""N","0°07'00""E",Sailing Directions Pub. 191 (Enroute) - English Channel,37262,I,L,RT,E,Y,N,N,Y,Y,14,6,16,20,7,,,,U,Y,Y,Y,Y,,,Y,Y,Y,Y,U,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,M,Y,U,UNK,U,U,Y,U,U,U,U,{A8F28444-4126-4323-9014-705B8020868A},U,U,U,U,U,U,U,U,U,U,U,U,FR LEH,"a2035840, coa20c, gen20b, h2035840",,,,English Channel; North Atlantic Ocean,,,,,,,
35850,Port Of Rouen,35720,FRANCE NW COAST,FR,France,"49°27'00""N","1°04'00""E",Sailing Directions Pub. 191 (Enroute) - English Channel,,I,L,RN,E,Y,N,N,Y,Y,9,13,11,11,3,,,,Y,Y,Y,N,Y,,,Y,N,Y,Y,U,U,U,Y,U,Y,Y,Y,U,Y,U,U,Y,Y,U,Y,Y,Y,Y,U,Y,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,Y,A,S,L,Y,U,UNK,U,U,Y,U,U,U,U,{FC36CE0E-6FC1-4D42-BB14-EE8B1664AB17},U,U,U,U,U,U,U,U,U,U,U,U,FR URO,"gen20b, h2035850",,,,English Channel; North Atlantic Ocean,,,,,,,
39070,Porto Vecchio,39040,CORSE,FR,France,"41°35'00""N","9°17'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,"53120, 53130",III,V,CN,G,U,U,U,Y,U,5,20,8,,0,,,,Y,U,Y,U,Y,,,U,N,N,Y,U,Y,Y,U,U,Y,U,Y,Y,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{6926939F-05BF-46FA-88A0-63091E134ED7},U,U,U,U,U,U,U,U,U,U,U,U,FR PVO,"a0839070, coa08k, gen08a, h0839070",,,,Tyrrhenian Sea; Mediterranean Sea; North Atlantic Ocean,,,,,,,
38770,Port Saint Louis Du Rhone,38710,FRANCE SOUTH COAST,FR,France,"43°23'00""N","4°49'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53061,III,S,LC,F,N,N,N,Y,N,6,6,17,22,0,,,,U,U,Y,N,Y,,,Y,N,Y,Y,U,Y,Y,Y,U,Y,Y,Y,U,U,U,U,U,U,U,Y,Y,U,Y,U,U,Y,U,U,U,U,U,U,Y,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{564D84BE-F3A5-4843-A1E0-ACDE7456EC60},U,U,U,U,U,U,U,U,U,U,U,U,FR PSL,"a0838810, coa08j, gen08a, h0838770",,,,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,St Louis Du Rhone,,,,,,
38720,Port-Vendres,38710,FRANCE SOUTH COAST,FR,France,"42°31'00""N","3°07'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53060,III,S,CB,G,U,Y,N,N,U,8,23,8,,0,,,,Y,U,Y,N,Y,,,U,N,N,Y,U,U,U,Y,U,Y,Y,Y,Y,Y,U,U,U,Y,U,N,Y,Y,U,U,Y,Y,Y,U,U,U,U,U,Y,Y,Y,Y,U,U,C,S,U,Y,U,UNK,U,U,Y,U,U,U,U,{163B9046-27CC-4A6F-9F0C-024D4B0E3CF8},U,U,U,U,U,U,U,U,U,U,U,U,FR POV,"coa08j, gen08a, h0838720",,,,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,Vendres,,,,,,
36460,Rade De Brest,36450,FRANCE WEST COAST,FR,France,"48°23'00""N","4°30'00""W",Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,37326,II,L,CB,E,Y,N,N,Y,Y,13,22,13,10,7,,,,Y,Y,Y,Y,Y,,,Y,U,Y,Y,U,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,Y,Y,Y,Y,U,U,Y,Y,U,Y,Y,Y,Y,Y,A,L,L,Y,U,Mil,U,Y,Y,U,U,Y,U,{4870616D-83EE-402F-B3B7-BFF454E536D3},Y,Y,Y,Y,Y,N,Y,U,Y,U,U,U,FR BES,"coa20a, gen20b, h2036460",,,,North Atlantic Ocean,,305.0,,,,,
35950,Rade De Cherbourg,35720,FRANCE NW COAST,FR,France,"49°39'00""N","1°38'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37281,I,L,CT,G,Y,N,N,Y,Y,9,11,13,8,5,,,,U,Y,Y,U,Y,,,Y,U,Y,Y,Y,U,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L,Y,U,UNK,U,U,Y,U,U,U,U,{CEB1B0DB-7648-49EA-B7D6-300A07DC232D},U,U,U,U,U,U,U,U,U,U,U,U,FR CER,"a2036130, coa20c, gen20b, h2035950",,,,English Channel; North Atlantic Ocean,,,,,,,
37040,Rochefort,36450,FRANCE WEST COAST,FR,France,"45°56'00""N","0°57'00""W",Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,,II,M,RT,E,Y,U,U,U,Y,2,,6,,12,,,,U,U,Y,U,Y,,,U,U,Y,Y,U,Y,Y,Y,U,Y,Y,U,U,U,U,U,Y,U,U,N,Y,Y,U,U,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{D1B3E3F8-11C2-4DB8-AE2C-EADB5F2D4C74},U,U,U,U,U,U,U,U,U,U,U,U,FR RCO,"gen08b, h0837040",,,,Bay of Biscay; North Atlantic Ocean,,,,,,,
36130,Saint-Malo,36060,FRANCE NW COAST CONT,FR,France,"48°39'00""N","2°01'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37080,I,S,CT,G,N,N,Y,Y,Y,3,22,8,8,13,,,,Y,U,Y,N,Y,,,U,N,Y,Y,U,Y,U,Y,U,Y,Y,Y,Y,U,U,U,Y,U,U,Y,Y,Y,U,U,U,U,Y,U,Y,U,U,U,Y,Y,Y,Y,Y,Y,A,S,M,Y,U,UNK,U,U,Y,U,U,U,U,{77077A3D-299F-4723-9AD2-92E9CB7735EB},U,U,U,U,U,U,U,U,U,U,U,U,FR SML,"a2036130, coa20b, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
38940,Saint-Raphael,38710,FRANCE SOUTH COAST,FR,France,"43°25'00""N","6°46'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53091,III,V,CB,F,U,U,U,Y,U,,11,2,,0,,,,Y,U,U,U,U,,,N,U,U,U,U,U,U,Y,U,U,Y,Y,Y,U,U,U,Y,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,U,U,C,U,S,U,U,UNK,U,U,U,U,U,U,U,{AC51D4C8-8DDD-4FB2-87D2-B1C3A35A93B1},U,U,U,U,U,U,U,U,U,U,U,U,FR SRL,"a0838920, coa08j, gen08a, h0838940",,,,Mediterranean Sea; North Atlantic Ocean,,,,,,,
38920,Saint-Tropez,38710,FRANCE SOUTH COAST,FR,France,"43°16'00""N","6°38'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,"53060, 53100",III,V,CB,F,U,U,U,Y,U,5,13,5,,0,,,,Y,U,U,U,U,,,N,U,U,U,U,Y,Y,U,U,U,Y,Y,Y,U,U,U,Y,Y,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,Y,Y,N,U,N,N,U,U,S,U,U,UNK,U,U,Y,U,U,U,U,{41E3114A-87D9-4A62-80F8-A5815B97A05C},U,U,U,U,U,U,U,U,U,U,U,U,FR STP,"a0838920, coa08j, gen08a, h0838920",,,,Mediterranean Sea; North Atlantic Ocean,,,,,,,
35790,Saint-Valery-Sur-Somme,35720,FRANCE NW COAST,FR,France,"50°11'00""N","1°37'00""E",Sailing Directions Pub. 191 (Enroute) - English Channel,,I,V,CB,E,Y,N,N,Y,U,0,,3,,5,,,,N,U,Y,N,U,,,Y,U,Y,Y,U,Y,U,Y,U,Y,U,Y,U,U,U,U,Y,U,U,N,Y,Y,U,U,U,U,Y,U,U,U,U,U,U,Y,Y,Y,U,U,D,U,U,U,U,UNK,U,U,Y,U,U,U,U,{A5FB6930-535C-4A27-BCB9-EB6684A4395D},U,U,U,U,U,U,U,U,U,U,U,U,FR SVS,gen20b,,,,English Channel; North Atlantic Ocean,,,,,,,
38750,Sete,38710,FRANCE SOUTH COAST,FR,France,"43°24'00""N","3°42'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53060,III,S,CB,E,N,Y,N,Y,Y,14,8,13,11,1,,,,Y,U,Y,N,Y,,,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,U,U,U,Y,Y,U,Y,U,Y,U,U,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,L,Y,U,UNK,U,U,Y,U,U,U,U,{ACCEB081-5866-4BBA-854E-54DA02BED733},U,U,U,U,U,U,U,U,U,U,U,U,FR SET,"a0838750, coa08j, gen08a, h0838750",,,,Gulf of Lion; Mediterranean Sea; North Atlantic Ocean,,,,,,,
36850,St Nazaire,36450,FRANCE WEST COAST,FR,France,"47°17'00""N","2°12'00""W",Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,37380,II,M,RT,E,Y,N,N,N,U,13,19,8,8,4,,,,U,U,Y,N,Y,,,Y,N,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,U,U,U,U,Y,U,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,Y,A,M,U,Y,U,UNK,U,U,Y,U,U,U,U,{4B7950A9-F58A-4718-8C75-4D2541F18934},U,U,U,U,U,U,U,U,U,U,U,U,FR SNR,"a0836850, coa08a, gen08b, h0836850",,,,Bay of Biscay; North Atlantic Ocean,,,,,,,
37050,Tonnay Charente,36450,FRANCE WEST COAST,FR,France,"45°56'00""N","0°54'00""W",Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,,II,S,RN,E,Y,U,U,U,Y,5,,5,,0,,,,U,U,Y,U,Y,,,U,U,Y,Y,U,U,Y,Y,Y,Y,Y,U,U,U,U,U,U,U,U,N,Y,Y,U,U,U,U,Y,Y,U,U,U,U,Y,U,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{DB5FF0AB-616E-40DE-B07C-62BEFEEA6BAD},U,U,U,U,U,U,U,U,U,U,U,U,FR TON,"gen08b, h0837040",,,,Bay of Biscay; North Atlantic Ocean,,,,,,,
38870,Toulon,38710,FRANCE SOUTH COAST,FR,France,"43°06'00""N","5°55'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53082,III,L,CB,E,U,U,U,Y,Y,9,20,9,,0,,,,Y,U,U,N,Y,,,Y,U,Y,Y,U,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,U,U,Y,Y,U,U,U,U,Y,U,Y,U,U,U,U,U,Y,Y,Y,U,U,B,M,M,Y,U,UNK,U,U,Y,U,U,U,U,{36457FE4-F244-41EA-8CF7-52264271DF0A},U,U,U,U,U,U,U,U,U,U,U,U,FR TLN,"a0838870, coa08j, gen08a, h0838870",,,,Mediterranean Sea; North Atlantic Ocean,,,,,,,
36300,Treguier,36060,FRANCE NW COAST CONT,FR,France,"48°47'00""N","3°14'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37330,I,V,RN,F,Y,N,N,Y,U,3,11,16,,12,,,,Y,U,Y,N,Y,,,U,N,N,Y,U,U,U,Y,U,Y,Y,U,U,U,U,U,Y,Y,U,Y,U,Y,U,U,U,Y,U,Y,Y,U,U,U,Y,Y,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{2643A1E7-7C42-4908-B925-026AA74D8E3C},U,U,U,U,U,U,U,U,U,U,U,U,FR TRE,"a2036130, coa20b, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
39000,Villefranche,38710,FRANCE SOUTH COAST,FR,France,"43°42'00""N","7°19'00""E",Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,53087,III,V,CB,G,U,U,U,U,U,5,23,,,0,,,,Y,U,U,U,Y,,,U,U,U,Y,U,Y,Y,U,U,U,Y,Y,Y,U,U,U,Y,Y,U,U,Y,U,U,U,U,U,Y,N,N,N,N,N,Y,Y,Y,Y,U,U,C,S,S,Y,U,UNK,U,U,Y,U,U,U,U,{05876E42-A8C4-4B39-8F42-A891AD9730C7},U,U,U,U,U,U,U,U,U,U,U,U,FR VSS,"a0838960, coa08k, gen08a, h0838990",,,,Mediterranean Sea; North Atlantic Ocean,,,,,,
